field,cameras,angle_deg,current_snap,discarded_deg,mod90,flip_band,multicam_cardinal_conflict,axis1_2d_len,det2d
gpexit2,2,90.0,90.0,0.0,0.0,False,False,0.0701,-1.0
gpgmn1,1,70.2,90.0,19.8,70.2,False,False,0.402,-1.0
gpgmn1a,1,70.2,90.0,19.8,70.2,False,False,0.402,-1.0
gpgmn2,1,-4.59,0.0,4.59,4.59,False,False,0.5866,-1.0
gpgmn3,1,38.8,0.0,38.8,38.8,True,False,0.4694,-1.0
gppark1,1,-46.8,-90.0,43.2,46.8,False,False,0.4264,-1.0
gproof1,1,13.6,0.0,13.6,13.6,False,False,0.6985,-1.0
gproof2,1,-17.77,0.0,17.77,17.77,False,False,0.2677,-1.0
gwbrook1,1,-48.71,-90.0,41.29,48.71,False,False,0.5375,-1.0
gwenter1,1,2.1,0.0,2.1,2.1,False,False,0.213,-1.0
gwgrass1,1,-28.51,0.0,28.51,28.51,False,False,0.4742,-1.0
gwpool1,1,-0.21,0.0,0.21,0.21,False,False,0.2522,-1.0
gwpool2,1,-0.21,0.0,0.21,0.21,False,False,0.1514,-1.0
gwroad1,1,2.1,0.0,2.1,2.1,False,False,0.213,-1.0
logo,1,0.0,0.0,0.0,0.0,False,False,1.0,-1.0
rgair1,1,-14.71,0.0,14.71,14.71,False,False,0.1755,-1.0
rgair2,1,-14.71,0.0,14.71,14.71,False,False,0.1755,-1.0
rgair3,1,-18.99,0.0,18.99,18.99,False,False,0.2317,1.0
rgcock1,1,-152.4,-180.0,27.6,62.4,False,False,0.0278,-1.0
rgcock2,1,-35.87,0.0,35.87,35.87,True,False,0.4928,-1.0
rgcock3,2,-28.07,0.0,28.07,28.07,False,True,0.0836,-1.0
rgcock4,1,-35.87,0.0,35.87,35.87,True,False,0.4928,-1.0
rgcock5,1,-28.07,0.0,28.07,28.07,False,False,0.0836,-1.0
rgexit1,1,-11.21,0.0,11.21,11.21,False,False,0.3091,-1.0
rgexit2,1,-11.21,0.0,11.21,11.21,False,False,0.3091,-1.0
rgguest1,1,156.11,180.0,23.89,66.11,False,False,0.2817,-1.0
rgguest2,1,6.89,0.0,6.89,6.89,False,False,0.0067,1.0
rgguest3,1,6.89,0.0,6.89,6.89,False,False,0.0067,1.0
rgguest4,1,6.89,0.0,6.89,6.89,False,False,0.0067,1.0
rghang1,1,-17.71,0.0,17.71,17.71,False,False,0.0591,1.0
rghang11,1,-17.71,0.0,17.71,17.71,False,False,0.0591,1.0
rghang2,1,-9.3,0.0,9.3,9.3,False,False,0.0173,1.0
rghatch1,2,31.64,0.0,31.64,31.64,True,False,0.8743,-1.0
rghatch2,1,31.64,0.0,31.64,31.64,True,False,0.8743,-1.0
rgroad1,1,11.08,0.0,11.08,11.08,False,False,0.1028,1.0
rgroad11,1,11.08,0.0,11.08,11.08,False,False,0.1028,1.0
rgroad2,1,16.99,0.0,16.99,16.99,False,False,0.1009,1.0
rgroad21,1,16.99,0.0,16.99,16.99,False,False,0.1009,1.0
rgroad3,1,-12.21,0.0,12.21,12.21,False,False,0.2943,-1.0
rgroad31,1,-12.21,0.0,12.21,12.21,False,False,0.2943,-1.0
sdcore1,1,9.03,0.0,9.03,9.03,False,False,0.067,1.0
sdcore2,1,12.58,0.0,12.58,12.58,False,False,0.6996,-1.0
sdisle1,1,16.92,0.0,16.92,16.92,False,False,0.0623,1.0
seback1,1,102.31,90.0,12.31,12.31,False,False,0.6252,-1.0
seback2,1,102.31,90.0,12.31,12.31,False,False,0.6252,-1.0
secont1,1,-21.41,0.0,21.41,21.41,False,False,0.1531,-1.0
secont2,1,-21.41,0.0,21.41,21.41,False,False,0.1531,-1.0
sefront1,1,36.0,0.0,36.0,36.0,True,False,0.1323,-1.0
sefront2,1,141.41,180.0,38.59,51.41,False,False,0.0712,-1.0
sefront3,1,36.0,0.0,36.0,36.0,True,False,0.1323,-1.0
sefront4,1,141.41,180.0,38.59,51.41,False,False,0.0712,-1.0
seroom1,1,102.52,90.0,12.52,12.52,False,False,0.2073,-1.0
seroom2,1,102.52,90.0,12.52,12.52,False,False,0.2073,-1.0
ssadel1,1,28.1,0.0,28.1,28.1,False,False,0.413,1.0
ssadel2,1,74.3,90.0,15.7,74.3,False,False,0.3778,1.0
ssblock1,1,90.11,90.0,0.11,0.11,False,False,0.9998,-1.0
sscont1,1,38.4,0.0,38.4,38.4,True,False,0.0088,1.0
sscont2,1,34.59,0.0,34.59,34.59,True,False,0.5907,-1.0
ssdock1,1,0.7,0.0,0.7,0.7,False,False,0.8385,-0.298
sselone1,1,-0.5,0.0,0.5,0.5,False,False,0.0071,-1.0
sslock1,1,28.74,0.0,28.74,28.74,False,False,0.446,-1.0
ssmedi1,1,12.79,0.0,12.79,12.79,False,False,0.1755,-1.0
ssmedi2,1,0.0,0.0,0.0,0.0,False,False,1.0,-1.0
sspack1,1,-1.47,0.0,1.47,1.47,False,False,0.6902,-1.0
sspod1,1,0.38,0.0,0.38,0.38,False,False,0.0786,-1.0
sspod2,1,31.29,0.0,31.29,31.29,True,False,0.806,-1.0
sspod3,1,157.12,180.0,22.88,67.12,False,False,0.85,1.0
ssroad1,1,30.43,0.0,30.43,30.43,True,False,0.3019,1.0
ssroad2,1,-117.0,-90.0,27.0,27.0,False,False,0.7219,-1.0
ssroad3,1,148.21,180.0,31.79,58.21,False,False,0.707,-1.0
ssspace1,1,35.16,0.0,35.16,35.16,True,False,0.2542,0.993
ssspace2,30,0.0,0.0,0.0,0.0,False,False,0.4114,1.0
ssspace3,1,0.0,0.0,0.0,0.0,False,False,1.0,-1.0
start0,1,0.0,0.0,0.0,0.0,False,False,1.0,-1.0
test,1,0.0,0.0,0.0,0.0,False,False,0.8945,-1.0
test1,1,0.0,0.0,0.0,0.0,False,False,0.8945,-1.0
test10,1,0.0,0.0,0.0,0.0,False,False,0.0,
test11,1,-7.6,0.0,7.6,7.6,False,False,0.0855,-1.0
test12,1,26.03,0.0,26.03,26.03,False,False,0.1529,-1.0
test13,1,0.0,0.0,0.0,0.0,False,False,0.8945,-1.0
test14,1,0.0,0.0,0.0,0.0,False,False,0.8945,-1.0
test2,1,0.0,0.0,0.0,0.0,False,False,0.8945,-1.0
test3,1,0.0,0.0,0.0,0.0,False,False,0.8945,-1.0
test5,1,0.0,0.0,0.0,0.0,False,False,0.8945,-1.0
test6,1,0.0,0.0,0.0,0.0,False,False,0.5549,-1.0
test7,1,0.0,0.0,0.0,0.0,False,False,0.5549,-1.0
test9,1,0.0,0.0,0.0,0.0,False,False,0.8945,-1.0
testbl1,1,0.0,0.0,0.0,0.0,False,False,0.5549,-1.0
testbl2,1,0.0,0.0,0.0,0.0,False,False,0.8945,-1.0
testbl3,1,0.0,0.0,0.0,0.0,False,False,0.8945,-1.0
testbl4,1,0.0,0.0,0.0,0.0,False,False,0.8945,-1.0
testbl6,1,0.0,0.0,0.0,0.0,False,False,0.8945,-1.0
testbl9,1,91.58,90.0,1.58,1.58,False,False,0.0977,-1.0
testblmv,1,0.0,0.0,0.0,0.0,False,False,0.8945,-1.0
testno,1,0.0,0.0,0.0,0.0,False,False,1.0,-1.0
tgcourt1,2,63.96,90.0,26.04,63.96,False,False,0.0369,1.0
tgcourt2,1,83.96,90.0,6.04,83.96,False,False,0.1392,-1.0
tgcourt3,2,78.43,90.0,11.57,78.43,False,False,0.1757,-1.0
tgcourt4,1,67.37,90.0,22.63,67.37,False,False,0.8097,-1.0
tgcourt5,2,63.96,90.0,26.04,63.96,False,False,0.0369,1.0
tgfront1,1,0.0,0.0,0.0,0.0,False,False,0.2212,-1.0
tggara1,1,3.67,0.0,3.67,3.67,False,False,0.4673,-1.0
tggate1,1,-0.1,0.0,0.1,0.1,False,False,0.1316,-1.0
tggrave1,1,1.44,0.0,1.44,1.44,False,False,0.1729,-1.0
tgroom1,1,14.06,0.0,14.06,14.06,False,False,0.8111,-1.0
tgroom2,1,30.11,0.0,30.11,30.11,True,False,0.3428,-1.0
tgstage1,1,32.58,0.0,32.58,32.58,True,False,0.1968,-0.904
tgview1,1,-31.61,0.0,31.61,31.61,True,False,0.1837,1.0
tiagit1,1,9.73,0.0,9.73,9.73,False,False,0.2033,-1.0
tiagit2,1,44.69,0.0,44.69,44.69,True,False,0.6403,-1.0
tiagit3,1,-0.01,0.0,0.01,0.01,False,False,0.7068,-1.0
tiagit4,1,20.81,0.0,20.81,20.81,False,False,0.164,-1.0
tiagit5,1,89.96,90.0,0.04,89.96,False,False,0.9954,-1.0
tiback1,1,0.1,0.0,0.1,0.1,False,False,0.9963,-1.0
tiback2,1,88.21,90.0,1.79,88.21,False,False,0.0647,1.0
tigate1,1,0.0,0.0,0.0,0.0,False,False,0.0,
tihtl1,1,48.7,90.0,41.3,48.7,False,False,0.2666,-1.0
tihtr1,1,41.25,0.0,41.25,41.25,True,False,0.5929,-1.0
tilink1,1,90.0,90.0,0.0,0.0,False,False,0.0,
tilink2,1,90.0,90.0,0.0,0.0,False,False,0.0,
timania1,1,0.0,0.0,0.0,0.0,False,False,0.1304,-1.0
timania2,1,22.13,0.0,22.13,22.13,False,False,0.8407,-1.0
timania3,1,155.08,180.0,24.92,65.08,False,False,0.0285,-1.0
timania4,1,-1.3,0.0,1.3,1.3,False,False,0.0691,1.0
timania5,1,-4.22,0.0,4.22,4.22,False,False,0.0433,-1.0
timin1,1,2.28,0.0,2.28,2.28,False,False,0.1246,-1.0
timin21,1,0.0,0.0,0.0,0.0,False,False,0.3474,-1.0
timin22,1,0.0,0.0,0.0,0.0,False,False,0.2617,-1.0
tipub1,1,76.21,90.0,13.79,76.21,False,False,0.0304,1.0
tistud1,1,22.94,0.0,22.94,22.94,False,False,0.4303,-1.0
tistud21,1,-37.33,0.0,37.33,37.33,True,False,0.5616,-1.0
tistud22,1,-37.33,0.0,37.33,37.33,True,False,0.5616,-1.0
titown1,1,31.5,0.0,31.5,31.5,True,False,0.1133,-1.0
titown2,1,-0.41,0.0,0.41,0.41,False,False,0.4053,-1.0
titown3,1,-24.61,0.0,24.61,24.61,False,False,0.0529,-1.0
titown4,1,-26.16,0.0,26.16,26.16,False,False,0.3261,-1.0
titown51,1,0.04,0.0,0.04,0.04,False,False,0.0024,-1.0
titown52,1,-37.1,0.0,37.1,37.1,True,False,0.1276,-1.0
titown6,1,-0.5,0.0,0.5,0.5,False,False,0.3486,-1.0
titown7,1,21.02,0.0,21.02,21.02,False,False,0.0944,-1.0
titown8,1,14.02,0.0,14.02,14.02,False,False,0.0533,-1.0
titrain1,1,0.0,0.0,0.0,0.0,False,False,0.1123,-1.0
titv1,1,97.6,90.0,7.6,7.6,False,False,0.3007,1.0
titvout1,1,95.91,90.0,5.91,5.91,False,False,0.1409,-1.0
tivisi1,1,0.1,0.0,0.1,0.1,False,False,0.0479,1.0
tivisi2,2,0.1,0.0,0.1,0.1,False,False,0.0479,1.0
tiyane1,1,90.0,90.0,0.0,0.0,False,False,0.1392,-1.0
tiyane2,1,90.0,90.0,0.0,0.0,False,False,0.0869,-1.0
tiyane3,1,55.8,90.0,34.2,55.8,False,False,0.1769,-1.0
tmdome1,1,-1.13,0.0,1.13,1.13,False,False,0.0181,-1.0
tmdome2,1,0.06,0.0,0.06,0.06,False,False,0.533,-1.0
tmelder1,1,23.2,0.0,23.2,23.2,False,False,0.1063,1.0
tmele1,1,19.99,0.0,19.99,19.99,False,False,0.1927,-1.0
tmgate1,1,106.31,90.0,16.31,16.31,False,False,0.1252,-1.0
tmhtl1,1,2.1,0.0,2.1,2.1,False,False,0.0384,1.0
tmhtr1,1,-20.51,0.0,20.51,20.51,False,False,0.2967,-1.0
tmkobo1,1,-13.51,0.0,13.51,13.51,False,False,0.0317,-1.0
tmkobo2,1,-43.97,0.0,43.97,43.97,True,False,0.1431,-1.0
tmmin1,1,0.0,0.0,0.0,0.0,False,False,0.5005,-1.0
tmmura1,1,11.51,0.0,11.51,11.51,False,False,0.0284,-1.0
tmmura2,1,32.01,0.0,32.01,32.01,True,False,0.0016,0.993
tmsand1,1,12.34,0.0,12.34,12.34,False,False,0.8667,-1.0
tvglen1,1,-29.49,0.0,29.49,29.49,False,False,0.2732,-1.0
tvglen2,1,0.0,0.0,0.0,0.0,False,False,0.1995,-1.0
tvglen3,1,15.29,0.0,15.29,15.29,False,False,0.4067,-1.0
tvglen4,1,-27.51,0.0,27.51,27.51,False,False,0.3845,-1.0
tvglen5,1,15.7,0.0,15.7,15.7,False,False,0.0262,1.0
